id,title,bhg_group,cluster,duration_years,bibb_url,skills,description,x,y
62,Beton- und Stahlbetonbauer/ Beton- und Stahlbetonbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/nbv123,Beton|und Stahlbetonbauer/|Büro|Verwaltungs|Gewerbe|und Industrie|und Fertigteilherstellung beschäftigt sein|innen übernehmen Aufgaben im Bereich der Beton|Großflächen|und Sanierungsarbeiten an Beton,"Profil der beruflichen Handlungsfähigkeit: Beton- und Stahlbetonbauer/-innen übernehmen Aufgaben im Bereich der Beton- und Stahlbetonkonstruktionen, zum Beispiel das Herstellen von Rahmen-, Großflächen- und Sonderschalungen für Fundamente, Stützen, Balken, Wände und Decken. Sie bauen Schalungen auf, versteifen und spannen sie ab, und fertigen Schalungen für sichtbaren Beton, konische Formen, Stützenköpfe, Podeste sowie gerade und gewendelte Treppenläufe an, auch unter Verwendung von Systemschalungen. Zudem stellen sie Bewehrungen her. Das Fördern, Einbringen, Verdichten und Nachbehandeln von Beton gehört ebenso zu ihren Aufgaben wie das Bearbeiten der Betonoberfläche von Hand oder mit Maschinen, um eine gleichmäßige Oberfläche zu erzielen. Sie bearbeiten Betonoberflächen auch nach gestalterischen Gesichtspunkten. Zusätzlich zu ihrer Hauptaufgabe sind Beton- und Stahlbetonbauer/-innen auch für die Herstellung von Baukörpern aus Steinen sowie für Energieeffizienzmaßnahmen und Maßnahmen zum Schall- und Brandschutz zuständig. Darüber hinaus prüfen sie Betonoberflächen auf Schäden und führen Instandhaltungs- und Sanierungsarbeiten an Beton- und Stahlbetonbauteilen durch. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen

Berufliche Tätigkeitsfelder: Beton- und Stahlbetonbauer/-innen arbeiten in Baubetrieben im Hochbau oder Fertigteilbau, z.B. für den Wohnungs-, Büro-, Verwaltungs-, Gewerbe- und Industrie- sowie Infrastrukturbau. Sie können auch in Betrieben für Beton- und Fertigteilherstellung beschäftigt sein.",-153.52001664979366,40.52533178588932
63,Brunnenbauer/Brunnenbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/37xp9,Brunnenbauer/|Wasserversorgungs,"Profil der beruflichen Handlungsfähigkeit: Brunnenbauer/-innen errichten Brunnen sowie geothermische Anlagen und halten diese instand. Zu ihren Aufgaben gehören das Herstellen von vertikalen und horizontalen Bohrungen, um Wasserquellen zu erschließen oder geothermische Energie zu nutzen. Sie bauen Bohrungen zu Brunnen, Grundwassermessstellen und geothermischen Anlagen aus und errichten Abschlussbauwerke. Zudem installieren sie Wasserförder-, Wasserversorgungs- und Wasseraufbereitungsanlagen, um eine sichere Wasserversorgung zu gewährleisten. Brunnenbauer/-innen führen auch Arbeiten wie das Herstellen von Baugruben und Gräben, Verbauarbeiten und Wasserhaltungen durch und untersuchen den Baugrund. Darüber hinaus sind sie für die Instandhaltung, Sanierung und den Rückbau von Brunnen und geothermischen Anlagen verantwortlich. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen.

Berufliche Tätigkeitsfelder: Brunnenbauer/-innen sind in Brunnenbaubetrieben und in anderen Tiefbaubetrieben des Bauhauptgewerbes, z. B. im Baugrundaufschluss, in der Geothermie und im Spezialtiefbau, beschäftigt.",-212.35246876206054,100.14046569456121
64,Fassadenmonteur/Fassadenmonteurin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4411101,Schutz|Arbeits,"Profil der beruflichen Handlungsfähigkeit: Bekleiden von Bauwerken mit vorgehängten hinterlüfteten großformatigen Fassadenelementen insbesondere aus Metall, Faserzement, Keramik, Glas und Naturstein sowie aus Holzwerkstoffen und Kunststoffen, Herstellen von Dämmschichten sowie Abdichtungs-, Schutz- und Trennschichten, Herstellen und Verankern von Unterkonstruktionen, Verbinden und Befestigen von Fassadenelementen und Einbauteilen, Errichten von Blitzschutzanlagen für den äußeren Blitzschutz im Rahmen ihres Arbeitsgebietes, Feststellen von Schäden im Zusammenhang mit Instandsetzungs- und Sanierungsarbeiten, Ermitteln der Ursachen und Durchführen von Instandsetzungs- und Sanierungsarbeiten, Durchführen von angrenzenden Arbeiten an Baukörpern aus Steinen, aus Beton und Stahlbeton sowie an Holzbauteilen, Einrichten von Baustellen, Prüfen der Arbeiten auf fehlerfreie Ausführung und Dokumentieren der erbrachten Leistungen, Aufstellen und Bedienen von Leitern, Schutz-, Arbeits- und Traggerüsten sowie Krane und Bauaufzüge, Prüfen, Transportieren und Lagern von Baustoffen und Bauteilen für den Fassadenbau, Einmessen von Bauwerken und Bauteilen mit unterschiedlichen Messinstrumenten, Kontrollieren der Einbaubedingungen zur Vorbereitung der Montage und Ausbessern der Montageuntergründe, Bearbeiten von Baustoffen und Bauteilen für den Fassadenbau und Behandeln deren Oberflächen, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen allein und in Kooperation mit anderen, Planen und Koordinieren der Arbeit, Abstimmen mit den am Bau Beteiligten.

Berufliche Tätigkeitsfelder: Sie arbeiten in Fachbetrieben für Fassadenbau oder zum Beispiel in Spezialbauabteilungen von Dachdeckereien, Metallbaubetrieben, Glasereien und dergleichen sowie in weiteren Industriebaubetrieben bzw. Betrieben des Baugewerbes.",119.88332109127666,-235.39079562059388
65,Feuerungs- und Schornsteinbauer/ Feuerungs- und Schornsteinbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4413401,,Feuerungs- und Schornsteinbauer/ Feuerungs- und Schornsteinbauerin,-243.11660799560664,184.50674915816907
66,Gerüstbauer/Gerüstbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4531301,Bauen von längen|und flächenorientierten Arbeits,"Profil der beruflichen Handlungsfähigkeit: Bauen von längen- und flächenorientierten Arbeits- und Schutzgerüsten, von Traggerüsten mit Unterkonstruktion einschließlich der Grundschalung, von Arbeitsplattformen und Arbeitsbühnen, von Hängegerüsten, von Wetterschutzhallen und Einhausungen, von Gerüsten für besondere Anforderungen, Warten, Lagern und Transportieren von Gerüstbauteilen, Beurteilen von Traggründen und Sicherstellen der Tragfähigkeit, Verankern von Gerüsten, Prüfen und Protokollieren der Verankerungen, Montieren und Bedienen von Aufzügen und Hebebühnen sowie Einweisen der Nutzer, Planen und Vorbereiten von Arbeitsabläufen, Beschaffen und Auswerten von Informationen, Anwenden von technischen Unterlagen, Planen und Koordinieren der Arbet, Einrichten, Sichern und Räumen von Baustellen, Bearbeiten von Werkstoffen, Handhaben und Instandhalten von Werkzeugen, Geräten, Maschinen und technischen Einrichtungen, Durchführen von Vermessungsarbeiten, Durchführen von qualitätssichernden Maßnahmen und Erstellen von Berichten, Bedienen und Instandhalten von Geräten und Maschinen, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen überwiegend im Team und in Kooperation mit anderen Gewerken, Einrichten von Arbeitsstellen und Ergreifen von Maßnahmen zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten, Durchführen von qualitätssichernden Maßnahmen und Berechnen der erbrachten Leistung.

Berufliche Tätigkeitsfelder: Beschäftigung finden Gerüstbauer/innen im Baugewerbe und der Bauindustrie in Gerüstbaufirmen und anderen Unternehmen, die Gerüste oder ähnliche Konstruktionen errichten.",291.4134644927316,-272.03219083878884
67,Gleisbauer/Gleisbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/47lpo,Beschäftigungsmöglichkeiten finden Gleisbauer/|Gleisbauer/,"Profil der beruflichen Handlungsfähigkeit: Gleisbauer/-innen bauen Bahngleise und halten diese instand. Zu ihren Aufgaben gehören das Durchführen von spezifischen Messungen und das Anwenden von Lage- und Höhenplänen für Gleisanlagen. Sie verlegen und befestigen Schwellen und Schienen. Zudem sind sie verantwortlich für das Einschottern, Heben, Richten und Stopfen der Gleise. Die Instandhaltung der Gleisanlagen sowie das Montieren, Verlegen und Instandhalten von Weichen gehören ebenfalls zu ihren Aufgaben. Darüber hinaus stellen sie Bahnübergänge her, installieren Oberflächenentwässerungen und sichern Baugruben und Gräben. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen. .

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Gleisbauer/-innen vor allem in Gleisbaubetrieben und Verkehrsinfrastrukturunternehmen.",-209.75336394895183,97.09531719322862
68,Kanalbauer/Kanalbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4663101,und Abbauen von Arbeits|Schutz,"Profil der beruflichen Handlungsfähigkeit: Einbau von Druckrohrleitungen und Abwasserleitungen als begehbare und nichtbegehbare Freispiegelleitungen, Durchführen von offener Wasserhaltung für Schichten- und Grundwasser, Prüfen von Rohrleitungen und Schächten, Schützen vor Korrosion und vor chemischen Einflüssen, Herstellen von Kabelschächten und Auslegen von Kabel sowie Kabelschutzrohren, Sanieren und Instandsetzen von Kanälen, Ausbauen von Schachtbauwerken aus Fertigteilen, Stahlbeton und Mauerwerk, Berechnen der erbrachten Leistung und Übergeben der geräumte Baustelle, Auf- und Abbauen von Arbeits-, Schutz- und Traggerüsten und Einmessen von Bauwerken und Bauteilen, Durchführen von Aushubarbeiten, Verbauen von Baugruben und Gräben, Verfüllen und Verdichten von Bodenmassen und Anlegen von Böschungen, Durchführen von angrenzenden Arbeiten zum Wiederherstellen des Straßenoberbaus, von angrenzenden Arbeiten im Hochbau, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen allein und in Kooperation mit anderen, Planen und Koordinieren der Arbeit, Abstimmen mit den am Bau Beteiligten, Einrichten von Baustellen, Ergreifen von Maßnahmen zur Sicherstellung des Arbeitsablaufes, zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz auf der Baustelle, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten, Durchführen von qualitätssichernden Maßnahmen.

Berufliche Tätigkeitsfelder: Vor allem in der Bauindustrie im Kanalbau bzw. Tiefbau sind Kanalbauer/innen beschäftigt.",256.3114038455292,-352.5547238302471
69,Maurer/Maurerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4410301,Herstellen von ein|Kälte|Schall|und Abbauen von Arbeits|Schutz,"Profil der beruflichen Handlungsfähigkeit: Herstellen von ein- und mehrschaligen Wänden mit unterschiedlichen Steinen und Platten in unterschiedlichen Verbandsarten, von Mauerwerk mit Pfeilern und Vorlagen sowie Natursteinmauerwerk, Überdecken von Öffnungen im Mauerwerk mit künstlichen und natürlichen Steinen sowie mit Fertigteilen, Herstellen von Wänden und Stürzen mit Schalungssteinen, Abdichten von Baukörpern aus Steinen gegen nichtdrückendes und drückendes Wasser, Herstellen, Aufbauen, Versteifen und Abspannen von Schalungen für Fundamente, rechteckigen Stützen und Balken sowie für ebene Wände und Decken, Herstellen von Schalungen für Podeste, geraden Treppenläufen und für sichtbaren Beton, Herstellen und Einbauen von Bewehrungen, Fördern, Einbringen, Verdichten und bearbeiten der Oberfläche von Hand und mit Hilfe von Maschinen von Beton, Einbauen von Dämmstoffen für den Wärme-, Kälte-, Schall- und Brandschutz, Herstellen von Wärmedämmverbundsystemen, von Putzen und Gestalten der Putzoberflächen, von Estrichen und Bauteilen im Trockenbau, Feststellen von Schäden im Rahmen von Instandsetzungs- und Sanierungsarbeiten, Ermitteln der Ursachen und Durchführen von Instandsetzungs- und Sanierungsarbeiten, Einsetzen von Geräten und Maschinen, Auf- und Abbauen von Arbeits-, Schutz- und Traggerüsten und Einmessen von Bauwerken und Bauteilen, Durchführen von angrenzenden Arbeiten in den Gewerben des Ausbaus und des Tiefbaus, Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen allein und in Kooperation mit anderen, Planen und Koordinieren der Arbeit, Abstimmen mit den am Bau Beteiligten und Einrichten von Baustellen, Ergreifen von Maßnahmen zur Sicherstellung des Arbeitsablaufes, zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz auf der Baustelle, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten, Durchführen von qualitätssichernden Maßnahmen und Berechnen der erbrachten Leistung und Übergeben der geräumten Baustelle.

Berufliche Tätigkeitsfelder: Ihren Arbeitsplatz haben Maurer/innen vor allem in Betrieben des Baugewerbes, zum Beispiel bei Hochbauunternehmen, Betonbaufirmen, Sanierungs- und Modernisierungsunternehmen oder im Fertighausbau.",292.66662395347026,-383.8100127877299
70,Spezialtiefbauer/Spezialtiefbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/vgt159,innen in Betrieben der Baubranche zB bei Tiefbau|Spezialtiefbau|Tunnelbau|und Wasserbauunternehmen|Spezialtiefbauer/|Hang,"Profil der beruflichen Handlungsfähigkeit: Spezialtiefbauer/-innen sind Fachleute für den Bau von tiefen und anspruchsvollen Bauprojekten. Sie untersuchen den Baugrund, entnehmen und prüfen Bodenproben und führen Schichtenverzeichnisse, um die Eigenschaften des Untergrunds zu bestimmen. Sie verbauen Baugruben und Gräben und stellen Baugruben-, Hang- und Gebäudesicherungen her, um eine sichere Arbeitsumgebung zu gewährleisten. Zudem verbessern sie den Baugrund, um die Stabilität von Bauwerken zu erhöhen. Das Herstellen von Bohrungen für verschiedene Zwecke, wie den Ausbau für Tragelemente oder die Grundwasserabsenkung, gehört ebenfalls zu ihren Aufgaben. Sie führen Spezialtiefbauarbeiten in kontaminierten Bereichen durch und setzen unterschiedliche Bohrverfahren ein, um den Anforderungen des Bauprojekts gerecht zu werden. Des Weiteren errichten sie Pfähle, Kleinbohrpfähle und Ankersysteme zur Fundierung und Stabilisierung von Bauwerken. Sie führen auch Schlitz- und Dichtwandarbeiten sowie Injektionsarbeiten im Nieder- und Hochdruckverfahren durch. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen.

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Spezialtiefbauer/-innen in Betrieben der Baubranche, z.B. bei Tiefbau-, Spezialtiefbau-, Tunnelbau- und Wasserbauunternehmen.",-207.01543560970558,86.08439287972817
71,Straßenbauer/Straßenbauerin,Hoch- und Tiefbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/jjj555,Ihre Tätigkeit üben Straßenbauer/|Straßenbauer/,"Profil der beruflichen Handlungsfähigkeit: Straßenbauer/-innen stellen Verkehrswege her und halten diese instand. Dazu gehören die Herstellung von Pflasterdecken, Plattenbelägen sowie Belägen aus Asphalt und Beton. Zu ihren Aufgaben gehört auch das Ausheben von Baugruben und Gräben, deren Sicherung durch Verbau sowie das Verfüllen und Verdichten, um eine solide Grundlage für die Straßen zu schaffen. Sie stellen das Planum her und bauen Tragschichten ein, um eine ebene und stabile Fahrbahnoberfläche zu gewährleisten. Des Weiteren stellen sie Erdbauwerke her. Nach Aufgrabungen stellen sie den Oberbau wieder her, um die Fahrbahn in ihren ursprünglichen Zustand zu versetzen. Darüber hinaus sind sie für das Herstellen von Schacht- und Sonderbauwerken aus Beton, Stahlbeton, Steinen und Fertigteilen sowie von Infrastrukturleitungen zuständig. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen.

Berufliche Tätigkeitsfelder: Ihre Tätigkeit üben Straßenbauer/-innen vor allem in Betrieben des Bauhauptgewerbes, z.B. bei Straßenbauunternehmen und anderen Tiefbauunternehmen, aus.",-224.86697459622704,107.26163925112398
